,Initial Rule Trees
37999,"G[?,?](Temp <= ? -> Alkalinephos >= ?)"
38000,"G[?,?]((->Temp <= ?HR <= ?) | (HR >= ? -> MAP <= ?))"
38001,"G[?,?](Temp <= ? | (Temp <= ? -> HR <= ?))"
38002,"G[?,?](Platelets <= ? | (HR >= ? | HR >= ?))"
38003,"G[?,?]((->Temp >= ?MAP <= ?) | (Temp >= ? -> MAP <= ?))"
38004,"G[?,?]((->Lactate <= ?Temp >= ?) | (AST >= ? -> HR <= ?))"
38005,"G[?,?]((&Temp <= ?HR <= ?) | (O2Sat >= ? | HR <= ?))"
38006,"G[?,?]((|SBP >= ?HR <= ?) | (MAP <= ? | Temp <= ?))"
38007,"F[?,?](HCO3 <= ? & MAP >= ?)"
38008,"G[?,?](FiO2 >= ? | SepsisLabel <= ?)"
38009,"G[?,?](Lactate >= ? -> Hgb <= ?)"
38010,"G[?,?](pH <= ? -> MAP >= ?)"
38011,"G[?,?]((->Hgb >= ?SBP <= ?) | Bilirubin_direct >= ?)"
38012,"G[?,?](EtCO2 >= ? | (Temp <= ? -> SBP >= ?))"
38013,"G[?,?](Calcium >= ? | Chloride >= ?)"
38014,"G[?,?](Glucose <= ? | SaO2 <= ?)"
38015,"G[?,?]((|O2Sat >= ?O2Sat >= ?) | FiO2 <= ?)"
38016,"(HCO3 <= ?) U[?,?] (Hgb >= ?)"
38017,"(pH >= ?) U[?,?] (AST >= ?)"
38018,"G[?,?](O2Sat >= ? -> WBC >= ?)"
38019,"G[?,?]((|HR <= ?SBP >= ?) | (HR <= ? -> O2Sat >= ?))"
38020,"G[?,?](BaseExcess >= ? & BUN <= ?)"
38021,"G[?,?]((->Hgb >= ?SBP <= ?) | (Temp >= ? -> O2Sat >= ?))"
38022,"G[?,?]((&O2Sat <= ?O2Sat <= ?) | (Temp >= ? -> O2Sat >= ?))"
38023,"G[?,?]((|SBP <= ?Temp >= ?) | WBC <= ?)"
38024,"G[?,?](Fibrinogen <= ? | (O2Sat <= ? -> SBP >= ?))"
38025,"G[?,?]((|Temp >= ?WBC <= ?) | BaseExcess >= ?)"
38026,"G[?,?](pH <= ? | Resp >= ?)"
38027,"G[?,?]((->HR <= ?O2Sat <= ?) | (SBP <= ? -> HR <= ?))"
38028,"G[?,?](Chloride >= ? -> AST >= ?)"
38029,"G[?,?]((->Lactate <= ?SBP >= ?) | (O2Sat <= ? -> Temp >= ?))"
38030,"G[?,?](EtCO2 <= ? | (Temp >= ? -> SBP <= ?))"
38031,"G[?,?]((|Temp <= ?SBP <= ?) | (HR >= ? | Temp >= ?))"
38032,"G[?,?]((|HR <= ?SBP <= ?) | (SBP >= ? -> SBP <= ?))"
38033,"G[?,?](Glucose >= ? -> (O2Sat >= ? & Temp >= ?))"
38034,"G[?,?]((|Temp >= ?MAP >= ?) | (HR >= ? -> SBP >= ?))"
38035,"G[?,?]((|SBP <= ?Temp <= ?) | (Temp <= ? -> MAP <= ?))"
38036,"G[?,?](Glucose <= ? | (AST >= ? -> SBP <= ?))"
38037,"G[?,?](Chloride >= ? | (O2Sat >= ? | Temp <= ?))"
38038,"G[?,?]((&Temp <= ?O2Sat <= ?) | BUN <= ?)"
38039,"G[?,?]((&O2Sat <= ?O2Sat >= ?) | Hct <= ?)"
38040,"G[?,?](Bilirubin_direct >= ? -> Magnesium >= ?)"
38041,"G[?,?](MAP >= ? | BaseExcess >= ?)"
38042,"(Chloride <= ?) U[?,?] (O2Sat >= ?)"
38043,"G[?,?]((->HR <= ?Temp >= ?) | PTT >= ?)"
38044,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (HR <= ? -> O2Sat >= ?))"
38045,"G[?,?](BaseExcess <= ? | (MAP <= ? | O2Sat >= ?))"
38046,"G[?,?](HCO3 >= ? | Lactate <= ?)"
38047,"G[?,?]((->Hgb >= ?MAP <= ?) | (SBP <= ? | TroponinI >= ?))"
38048,"G[?,?]((|pH <= ?HR <= ?) | (HR <= ? | HR <= ?))"
38049,"(Glucose >= ?) U[?,?] (Phosphate >= ?)"
38050,"G[?,?]((->Temp >= ?MAP <= ?) | (SBP >= ? -> Temp >= ?))"
38051,"G[?,?](Calcium <= ? | (O2Sat <= ? -> Temp >= ?))"
38052,"G[?,?]((&O2Sat >= ?HR <= ?) | (Temp >= ? -> Temp >= ?))"
38053,"G[?,?]((&Lactate <= ?HR <= ?) | (Temp >= ? -> MAP <= ?))"
38054,"G[?,?]((&Temp <= ?O2Sat >= ?) | Bilirubin_total <= ?)"
38055,"G[?,?](DBP >= ? | Phosphate <= ?)"
38056,"G[?,?]((->Lactate <= ?HR <= ?) | (Temp <= ? -> MAP <= ?))"
38057,"G[?,?](Bilirubin_total >= ? | (HR <= ? | Temp >= ?))"
38058,"G[?,?](BaseExcess <= ? | (SBP <= ? -> O2Sat <= ?))"
38059,"G[?,?]((|Temp >= ?Temp >= ?) | (SBP >= ? -> Temp <= ?))"
38060,"G[?,?]((->SBP <= ?HR >= ?) | Hct >= ?)"
38061,"G[?,?](SepsisLabel >= ? -> Hgb >= ?)"
38062,"G[?,?]((->Lactate <= ?SBP <= ?) | (SBP <= ? -> HR <= ?))"
38063,"(Fibrinogen >= ?) U[?,?] (SBP >= ?)"
38064,"G[?,?](Platelets >= ? | (AST >= ? -> Temp >= ?))"
38065,"(Resp >= ?) U[?,?] (HR >= ?)"
38066,"G[?,?]((->Hgb >= ?SBP <= ?) | (SBP <= ? -> SBP <= ?))"
38067,"G[?,?](SBP >= ? -> (O2Sat >= ? & SBP >= ?))"
38068,"G[?,?](O2Sat >= ? | (O2Sat <= ? & Temp >= ?))"
38069,"G[?,?]((&Temp <= ?O2Sat >= ?) | Magnesium >= ?)"
38070,"G[?,?]((->HR <= ?SBP >= ?) | (SBP <= ? | Temp <= ?))"
38071,"G[?,?](Potassium <= ? -> PaCO2 >= ?)"
38072,"G[?,?](Chloride >= ? | FiO2 <= ?)"
38073,"G[?,?](BaseExcess <= ? | (Temp >= ? -> HR <= ?))"
38074,"G[?,?](HCO3 >= ? | (MAP <= ? | HR >= ?))"
38075,"G[?,?]((|Temp >= ?WBC <= ?) | (O2Sat <= ? & Temp <= ?))"
38076,"G[?,?](Bilirubin_total >= ? | (Platelets <= ? -> SBP >= ?))"
38077,"G[?,?](DBP >= ? | Platelets <= ?)"
38078,"G[?,?](Platelets <= ? -> TroponinI <= ?)"
38079,"G[?,?](MAP >= ? -> Platelets <= ?)"
38080,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | (SBP <= ? -> Temp <= ?))"
38081,"G[?,?](TroponinI <= ? | (O2Sat <= ? & Temp >= ?))"
38082,"G[?,?](WBC >= ? -> pH <= ?)"
38083,"G[?,?]((&SBP <= ?O2Sat >= ?) | (Temp >= ? -> Temp <= ?))"
38084,"G[?,?]((->SBP <= ?SBP >= ?) | SaO2 <= ?)"
38085,"G[?,?]((->Temp <= ?SBP <= ?) | TroponinI >= ?)"
38086,"G[?,?]((|HR <= ?WBC <= ?) | Fibrinogen <= ?)"
38087,"G[?,?]((&O2Sat <= ?O2Sat >= ?) | (Platelets <= ? -> Temp >= ?))"
38088,"G[?,?]((->HR <= ?Temp <= ?) | (Platelets <= ? -> SBP >= ?))"
38089,"G[?,?]((|HR <= ?Temp >= ?) | (Temp <= ? -> Temp >= ?))"
38090,"G[?,?]((&Potassium >= ?O2Sat >= ?) -> Temp >= ?)"
38091,"G[?,?]((->O2Sat >= ?SBP <= ?) | (O2Sat >= ? -> SBP <= ?))"
38092,"G[?,?](Magnesium >= ? | WBC <= ?)"
38093,"G[?,?](Fibrinogen <= ? | (MAP <= ? | Temp >= ?))"
38094,"G[?,?]((->Lactate <= ?O2Sat <= ?) | (O2Sat >= ? -> SBP <= ?))"
38095,"G[?,?]((->Temp <= ?Temp <= ?) | (SBP <= ? -> MAP <= ?))"
38096,"F[?,?](HCO3 <= ? & Fibrinogen >= ?)"
38097,"(PTT >= ?) U[?,?] (HR <= ?)"
38098,"G[?,?]((->HR <= ?HR >= ?) | (Temp >= ? -> SBP <= ?))"
38099,"G[?,?]((|SBP <= ?SBP <= ?) | (O2Sat >= ? & Temp <= ?))"
38100,"G[?,?](Resp <= ? | (SBP <= ? -> HR <= ?))"
38101,"G[?,?]((&O2Sat <= ?Temp >= ?) -> (HR >= ? & SBP >= ?))"
38102,"G[?,?](PTT <= ? | Bilirubin_total >= ?)"
38103,"G[?,?]((->O2Sat >= ?Temp <= ?) | Bilirubin_total <= ?)"
38104,"G[?,?]((&SBP <= ?Temp <= ?) | (HR <= ? & Temp <= ?))"
38105,"G[?,?](Potassium >= ? | (HR <= ? | Temp <= ?))"
38106,"G[?,?](MAP <= ? & EtCO2 >= ?)"
38107,"G[?,?]((&Temp >= ?Temp <= ?) -> Hct >= ?)"
38108,"G[?,?]((->Temp <= ?O2Sat <= ?) | (HR >= ? | TroponinI >= ?))"
38109,"G[?,?]((|O2Sat >= ?WBC <= ?) | (HR >= ? -> Temp >= ?))"
38110,"G[?,?]((->Temp <= ?HR >= ?) | BaseExcess <= ?)"
38111,"G[?,?]((->Hgb >= ?Temp >= ?) | (HR <= ? & Temp >= ?))"
38112,"G[?,?]((|Temp >= ?HR <= ?) | (Temp >= ? -> SBP <= ?))"
38113,"G[?,?]((->HR <= ?Temp <= ?) | (AST >= ? -> O2Sat >= ?))"
38114,"G[?,?]((&O2Sat <= ?Temp <= ?) -> Phosphate >= ?)"
38115,"G[?,?]((->Temp >= ?HR >= ?) | Chloride >= ?)"
38116,"G[?,?](BUN <= ? | Bilirubin_direct <= ?)"
38117,"(SaO2 >= ?) U[?,?] (pH >= ?)"
38118,"G[?,?](HCO3 >= ? | (O2Sat <= ? & Temp <= ?))"
38119,"G[?,?]((->Temp >= ?MAP <= ?) | (O2Sat >= ? & Temp >= ?))"
38120,"G[?,?](TroponinI <= ? -> Phosphate >= ?)"
38121,"G[?,?]((->O2Sat <= ?HR >= ?) | (O2Sat <= ? -> Temp >= ?))"
38122,"G[?,?](PTT <= ? -> (HR >= ? & Temp >= ?))"
38123,"G[?,?]((|SBP <= ?HR <= ?) | (HR <= ? & O2Sat <= ?))"
38124,"G[?,?]((->Lactate <= ?Temp <= ?) | (HR <= ? | O2Sat >= ?))"
38125,"G[?,?]((|SBP >= ?Temp >= ?) | (Lactate <= ? & Temp <= ?))"
38126,"G[?,?]((->O2Sat >= ?SBP <= ?) | (HR >= ? -> O2Sat <= ?))"
38127,"G[?,?]((|pH <= ?WBC <= ?) | (SBP <= ? -> Temp <= ?))"
38128,"G[?,?]((->SBP <= ?SBP <= ?) | (SBP <= ? -> SBP >= ?))"
38129,"G[?,?](Creatinine <= ? | Bilirubin_total <= ?)"
38130,"G[?,?]((&O2Sat >= ?Temp <= ?) | Fibrinogen <= ?)"
38131,"G[?,?]((->O2Sat <= ?SBP <= ?) | (O2Sat >= ? & Temp <= ?))"
38132,"G[?,?](Resp <= ? -> (Temp >= ? & O2Sat >= ?))"
38133,"G[?,?](Phosphate >= ? | (O2Sat >= ? -> Temp <= ?))"
38134,"G[?,?]((->SBP <= ?SBP <= ?) | (Temp <= ? & Temp <= ?))"
38135,"G[?,?]((|Temp <= ?HR >= ?) | (Platelets <= ? -> Temp >= ?))"
38136,"G[?,?]((->Hgb >= ?HR >= ?) | Fibrinogen >= ?)"
38137,"G[?,?]((->O2Sat <= ?HR >= ?) | PaCO2 >= ?)"
38138,"G[?,?](AST >= ? | (O2Sat >= ? | HR >= ?))"
38139,"G[?,?]((->SBP <= ?O2Sat <= ?) | Phosphate >= ?)"
38140,"G[?,?](Temp >= ? -> DBP >= ?)"
38141,"G[?,?](Glucose >= ? -> Potassium <= ?)"
38142,"G[?,?](SepsisLabel <= ? -> Chloride <= ?)"
38143,"G[?,?](Phosphate <= ? | (SBP <= ? -> SBP >= ?))"
38144,"(Lactate >= ?) U[?,?] (HCO3 >= ?)"
38145,"G[?,?]((->Lactate <= ?MAP <= ?) | (O2Sat >= ? | TroponinI >= ?))"
38146,"G[?,?]((->O2Sat >= ?Temp >= ?) | (HR <= ? -> Temp <= ?))"
38147,"G[?,?]((->O2Sat >= ?MAP <= ?) | (HR >= ? | HR <= ?))"
38148,"G[?,?]((->Lactate <= ?MAP <= ?) | (SBP >= ? -> SBP >= ?))"
38149,"G[?,?](EtCO2 >= ? -> TroponinI >= ?)"
38150,"G[?,?](BaseExcess >= ? & EtCO2 >= ?)"
38151,"G[?,?](BUN <= ? -> Bilirubin_direct <= ?)"
38152,"G[?,?]((|SBP >= ?O2Sat >= ?) | Bilirubin_direct <= ?)"
38153,"G[?,?]((->O2Sat <= ?Temp >= ?) | (AST >= ? -> Temp <= ?))"
38154,"G[?,?](Alkalinephos >= ? -> PaCO2 >= ?)"
38155,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | (SBP <= ? -> MAP <= ?))"
38156,"G[?,?](Phosphate <= ? | (SBP >= ? -> SBP <= ?))"
38157,"G[?,?](BaseExcess >= ? | HCO3 <= ?)"
38158,"G[?,?](HCO3 >= ? & Chloride <= ?)"
38159,"G[?,?](Alkalinephos >= ? | (HR <= ? & Temp >= ?))"
38160,"G[?,?](Potassium >= ? | Phosphate <= ?)"
38161,"G[?,?](FiO2 >= ? | (HR >= ? -> MAP <= ?))"
38162,"G[?,?]((&SBP <= ?O2Sat >= ?) | Potassium >= ?)"
38163,"G[?,?]((|SBP <= ?SBP >= ?) | (SBP <= ? | O2Sat >= ?))"
38164,"G[?,?]((&SBP <= ?HR <= ?) | Temp >= ?)"
38165,"G[?,?](Hct >= ? -> Temp <= ?)"
38166,"G[?,?](Temp >= ? | (O2Sat <= ? -> O2Sat <= ?))"
38167,"G[?,?](DBP >= ? | pH >= ?)"
38168,"G[?,?]((|SBP <= ?O2Sat >= ?) | (O2Sat >= ? -> O2Sat <= ?))"
38169,"G[?,?]((->HR <= ?HR <= ?) | (O2Sat >= ? | Temp >= ?))"
38170,"G[?,?]((|Temp >= ?Temp <= ?) | (O2Sat >= ? -> Temp >= ?))"
38171,"G[?,?]((->O2Sat >= ?HR >= ?) | (SBP <= ? | HR <= ?))"
38172,"G[?,?]((|pH <= ?Temp <= ?) | (MAP <= ? | HR >= ?))"
38173,"(SBP <= ?) U[?,?] (pH <= ?)"
38174,"G[?,?]((|SBP >= ?HR <= ?) | (O2Sat >= ? | O2Sat >= ?))"
38175,"G[?,?]((&Temp >= ?Temp >= ?) -> Hct >= ?)"
38176,"G[?,?]((&Temp <= ?O2Sat <= ?) | HCO3 >= ?)"
38177,"G[?,?](SBP <= ? | (Temp >= ? -> Temp >= ?))"
38178,"G[?,?](AST >= ? | (AST >= ? -> HR <= ?))"
38179,"G[?,?]((->Temp <= ?SBP >= ?) | (SBP >= ? -> Temp <= ?))"
38180,"G[?,?](Phosphate <= ? | Hgb >= ?)"
38181,"G[?,?](WBC >= ? | (HR >= ? -> SBP <= ?))"
38182,"G[?,?]((->O2Sat >= ?MAP <= ?) | O2Sat >= ?)"
38183,"G[?,?](WBC <= ? | (Platelets <= ? -> SBP >= ?))"
38184,"G[?,?](Potassium <= ? -> PTT <= ?)"
38185,"G[?,?]((&O2Sat <= ?HR >= ?) -> Alkalinephos <= ?)"
38186,"G[?,?](SaO2 >= ? -> (O2Sat >= ? -> O2Sat <= ?))"
38187,"G[?,?]((|pH <= ?SBP >= ?) | (Temp >= ? -> Temp <= ?))"
38188,"G[?,?](Bilirubin_total >= ? | (Temp <= ? & O2Sat <= ?))"
38189,"F[?,?](HR <= ? & PaCO2 >= ?)"
38190,"G[?,?]((|Temp <= ?O2Sat >= ?) | WBC >= ?)"
38191,"G[?,?]((->O2Sat >= ?HR >= ?) | DBP >= ?)"
38192,"G[?,?]((->O2Sat >= ?HR <= ?) | Alkalinephos <= ?)"
38193,"G[?,?](SaO2 >= ? -> Platelets >= ?)"
38194,"G[?,?]((|SBP >= ?Temp >= ?) | Potassium >= ?)"
38195,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (O2Sat >= ? | HR <= ?))"
38196,"G[?,?](Lactate >= ? | WBC >= ?)"
38197,"G[?,?]((->O2Sat <= ?MAP <= ?) | (HR >= ? -> O2Sat >= ?))"
38198,"G[?,?](EtCO2 <= ? | (HR >= ? -> Temp <= ?))"
38199,"G[?,?]((->O2Sat >= ?SBP >= ?) | Creatinine >= ?)"
38200,"G[?,?](SepsisLabel <= ? | PaCO2 <= ?)"
38201,"G[?,?](Glucose <= ? -> WBC >= ?)"
38202,"G[?,?]((->Temp >= ?MAP <= ?) | (Temp <= ? & Temp <= ?))"
38203,"G[?,?](PTT <= ? -> PTT <= ?)"
38204,"G[?,?]((|pH <= ?HR >= ?) | (HR <= ? | O2Sat >= ?))"
38205,"G[?,?](SepsisLabel >= ? | (HR <= ? -> Temp <= ?))"
38206,"G[?,?](Chloride <= ? | (Temp <= ? -> Temp >= ?))"
38207,"G[?,?]((&Temp <= ?O2Sat >= ?) | (SBP <= ? | HR <= ?))"
38208,"G[?,?]((|O2Sat >= ?Temp <= ?) | (SBP >= ? -> Temp <= ?))"
38209,"G[?,?]((|pH <= ?MAP >= ?) | Alkalinephos <= ?)"
38210,"G[?,?](SBP >= ? -> Calcium >= ?)"
38211,"G[?,?](Glucose >= ? -> (Temp >= ? & O2Sat <= ?))"
38212,"G[?,?]((|SBP <= ?SBP <= ?) | (O2Sat >= ? | HR <= ?))"
38213,"G[?,?]((->HR <= ?SBP >= ?) | (SBP <= ? -> Temp >= ?))"
38214,"G[?,?]((->Lactate <= ?SBP >= ?) | (O2Sat >= ? -> O2Sat <= ?))"
38215,"G[?,?](FiO2 >= ? -> Calcium <= ?)"
38216,"G[?,?]((->Temp >= ?SBP <= ?) | Resp <= ?)"
38217,"G[?,?]((&Lactate <= ?O2Sat <= ?) | (HR <= ? -> Temp >= ?))"
38218,"G[?,?](WBC >= ? | Chloride <= ?)"
38219,"G[?,?]((->O2Sat <= ?MAP <= ?) | (SBP <= ? | Temp >= ?))"
38220,"G[?,?]((|O2Sat >= ?Temp >= ?) | (HR >= ? -> HR <= ?))"
38221,"G[?,?]((->SBP <= ?MAP <= ?) | (O2Sat <= ? -> HR <= ?))"
38222,"G[?,?]((->Lactate <= ?SBP <= ?) | Fibrinogen >= ?)"
38223,"G[?,?]((&SBP <= ?O2Sat >= ?) | (O2Sat >= ? -> SBP <= ?))"
38224,"G[?,?]((->SBP <= ?O2Sat <= ?) | (O2Sat <= ? -> Temp >= ?))"
38225,"G[?,?]((|Temp <= ?SBP >= ?) | (SBP >= ? -> O2Sat <= ?))"
38226,"G[?,?]((|Temp <= ?SBP >= ?) | (HR >= ? -> Temp >= ?))"
38227,"G[?,?](Chloride <= ? | (HR >= ? | TroponinI >= ?))"
38228,"G[?,?]((|HR <= ?Temp >= ?) | (SBP <= ? | HR <= ?))"
38229,"G[?,?](SBP >= ? -> Phosphate <= ?)"
38230,"G[?,?]((|O2Sat >= ?SBP >= ?) | (O2Sat <= ? & Temp <= ?))"
38231,"G[?,?]((&Temp <= ?HR <= ?) | Bilirubin_direct <= ?)"
38232,"G[?,?](MAP <= ? & HCO3 <= ?)"
38233,"G[?,?]((|Temp <= ?O2Sat >= ?) | PaCO2 >= ?)"
38234,"G[?,?]((->O2Sat >= ?Temp >= ?) | DBP <= ?)"
38235,"G[?,?](Alkalinephos >= ? -> Creatinine <= ?)"
38236,"G[?,?](EtCO2 >= ? -> (O2Sat >= ? & O2Sat <= ?))"
38237,"G[?,?]((|Temp >= ?MAP >= ?) | (MAP <= ? | O2Sat >= ?))"
38238,"G[?,?]((|SBP <= ?O2Sat >= ?) | (HR <= ? -> Temp <= ?))"
38239,"G[?,?]((|pH <= ?WBC <= ?) | BaseExcess <= ?)"
38240,"F[?,?](SBP >= ? & AST >= ?)"
38241,"G[?,?]((->HR <= ?HR <= ?) | (SBP <= ? -> O2Sat >= ?))"
38242,"G[?,?]((|O2Sat >= ?O2Sat >= ?) | Fibrinogen <= ?)"
38243,"G[?,?](Bilirubin_direct >= ? | (HR >= ? -> MAP <= ?))"
38244,"G[?,?](Glucose >= ? | Chloride <= ?)"
38245,"G[?,?](Temp <= ? | (MAP <= ? | O2Sat >= ?))"
38246,"G[?,?]((&Lactate <= ?O2Sat >= ?) | FiO2 >= ?)"
38247,"G[?,?]((|SBP >= ?Temp <= ?) | O2Sat >= ?)"
38248,"G[?,?](Phosphate >= ? | Bilirubin_total >= ?)"
38249,"G[?,?](Bilirubin_direct >= ? | (HR <= ? | Temp >= ?))"
38250,"G[?,?]((|Temp >= ?HR >= ?) | (SBP <= ? -> Temp <= ?))"
38251,"G[?,?](Magnesium <= ? | WBC <= ?)"
38252,"G[?,?]((->Lactate <= ?SBP <= ?) | (Platelets <= ? -> SBP <= ?))"
38253,"G[?,?]((->Lactate <= ?MAP <= ?) | (HR <= ? | Temp <= ?))"
38254,"G[?,?]((|Temp <= ?Temp >= ?) | (HR <= ? | Temp >= ?))"
38255,"G[?,?]((&Temp <= ?O2Sat >= ?) | (HR >= ? | TroponinI >= ?))"
38256,"G[?,?]((->HR <= ?HR <= ?) | O2Sat <= ?)"
38257,"G[?,?](SBP >= ? | (SBP >= ? -> O2Sat <= ?))"
38258,"G[?,?]((&Temp <= ?O2Sat <= ?) | HR <= ?)"
38259,"G[?,?]((|Temp >= ?SBP <= ?) | Creatinine <= ?)"
38260,"G[?,?](Alkalinephos <= ? | (Temp <= ? -> HR <= ?))"
38261,"G[?,?]((->HR <= ?Temp <= ?) | Hgb >= ?)"
38262,"G[?,?]((->O2Sat <= ?SBP >= ?) | (Temp <= ? & Temp <= ?))"
38263,"G[?,?](Hct >= ? | SaO2 >= ?)"
38264,"G[?,?]((->HR <= ?SBP <= ?) | Lactate >= ?)"
38265,"G[?,?](BUN <= ? | (Temp >= ? -> Temp >= ?))"
38266,"G[?,?]((->Temp <= ?Temp >= ?) | DBP <= ?)"
38267,"G[?,?](pH <= ? -> Chloride >= ?)"
38268,"G[?,?](Calcium >= ? | Hct <= ?)"
38269,"G[?,?]((&Lactate <= ?O2Sat >= ?) | (HR <= ? -> SBP <= ?))"
38270,"G[?,?]((|pH <= ?Temp <= ?) | (SBP <= ? | Temp <= ?))"
38271,"G[?,?](Potassium >= ? | SepsisLabel <= ?)"
38272,"G[?,?](HR >= ? | (SBP <= ? -> O2Sat >= ?))"
38273,"G[?,?](O2Sat >= ? & MAP <= ?)"
38274,"G[?,?](Bilirubin_total >= ? | (HR >= ? -> O2Sat <= ?))"
38275,"G[?,?](PaCO2 <= ? | (O2Sat >= ? | Temp >= ?))"
38276,"G[?,?](EtCO2 <= ? | DBP >= ?)"
38277,"G[?,?](TroponinI <= ? | (AST >= ? -> O2Sat >= ?))"
38278,"G[?,?]((->Temp <= ?MAP <= ?) | FiO2 <= ?)"
38279,"G[?,?](Temp <= ? | AST <= ?)"
38280,"G[?,?]((|Temp >= ?MAP >= ?) | (SBP >= ? -> Temp <= ?))"
38281,"G[?,?]((->O2Sat >= ?SBP >= ?) | (SBP >= ? -> HR <= ?))"
38282,"G[?,?](BUN >= ? | (Lactate <= ? & Temp >= ?))"
38283,"G[?,?](Bilirubin_total >= ? | TroponinI <= ?)"
38284,"G[?,?]((->Hgb >= ?SBP <= ?) | (SBP <= ? | Temp <= ?))"
38285,"G[?,?](Temp <= ? | (Lactate <= ? & Temp >= ?))"
38286,"G[?,?](Glucose <= ? -> AST <= ?)"
38287,"G[?,?]((->Lactate <= ?SBP >= ?) | (Temp <= ? -> O2Sat <= ?))"
38288,"G[?,?](SBP >= ? | Hct >= ?)"
38289,"G[?,?](Alkalinephos <= ? | (O2Sat <= ? & Temp <= ?))"
38290,"G[?,?](Hct >= ? -> Lactate >= ?)"
38291,"G[?,?](HCO3 >= ? | (HR <= ? -> O2Sat >= ?))"
38292,"G[?,?]((->O2Sat >= ?SBP >= ?) | (O2Sat <= ? -> O2Sat >= ?))"
38293,"G[?,?](Chloride >= ? -> (HR >= ? & O2Sat >= ?))"
38294,"G[?,?]((|Temp >= ?Temp >= ?) | Phosphate >= ?)"
38295,"G[?,?]((->Hgb >= ?SBP >= ?) | Fibrinogen >= ?)"
38296,"G[?,?](SepsisLabel >= ? | (SBP <= ? | HR <= ?))"
38297,"G[?,?](Glucose <= ? | (Platelets <= ? -> HR <= ?))"
38298,"G[?,?]((->HR <= ?SBP >= ?) | (AST >= ? -> HR <= ?))"
38299,"G[?,?]((|Temp >= ?Temp >= ?) | (MAP <= ? | SBP <= ?))"
38300,"G[?,?]((&O2Sat >= ?Temp <= ?) | (SBP >= ? -> O2Sat >= ?))"
38301,"F[?,?](Temp >= ? & SBP <= ?)"
38302,"G[?,?]((->O2Sat <= ?Temp >= ?) | Glucose >= ?)"
38303,"G[?,?]((->Hgb >= ?SBP <= ?) | Alkalinephos <= ?)"
38304,"G[?,?]((|Temp <= ?SBP <= ?) | (SBP <= ? | Temp <= ?))"
38305,"G[?,?]((|HR <= ?SBP >= ?) | (Temp <= ? -> SBP >= ?))"
38306,"G[?,?](SepsisLabel >= ? | (Platelets <= ? -> SBP <= ?))"
38307,"G[?,?]((->SBP <= ?HR <= ?) | (MAP <= ? | SBP <= ?))"
38308,"G[?,?]((->SBP <= ?HR >= ?) | (O2Sat >= ? -> Temp <= ?))"
38309,"G[?,?](FiO2 >= ? | (HR <= ? & Temp <= ?))"
38310,"G[?,?](SBP <= ? | (Platelets <= ? -> Temp <= ?))"
38311,"G[?,?](Fibrinogen <= ? | (SBP >= ? -> Temp >= ?))"
38312,"G[?,?]((->SBP <= ?Temp <= ?) | (SBP <= ? -> O2Sat <= ?))"
38313,"G[?,?](Temp <= ? | (SBP <= ? -> MAP <= ?))"
38314,"G[?,?]((|HR <= ?HR <= ?) | (Temp >= ? -> MAP <= ?))"
38315,"G[?,?](Hct >= ? | AST <= ?)"
38316,"G[?,?]((|pH <= ?HR >= ?) | (SBP <= ? -> Temp >= ?))"
38317,"G[?,?](SBP <= ? | (SBP <= ? -> SBP <= ?))"
38318,"G[?,?]((->O2Sat <= ?SBP >= ?) | HR >= ?)"
38319,"G[?,?](BUN <= ? -> (HR >= ? & O2Sat >= ?))"
38320,"G[?,?](Phosphate <= ? | Temp <= ?)"
38321,"G[?,?]((&Lactate <= ?Temp <= ?) | (SBP <= ? -> MAP <= ?))"
38322,"G[?,?](Bilirubin_total <= ? | (SBP <= ? | O2Sat >= ?))"
38323,"G[?,?]((|O2Sat >= ?WBC <= ?) | (Temp >= ? -> SBP >= ?))"
38324,"G[?,?]((->Hgb >= ?MAP <= ?) | (Platelets <= ? -> HR <= ?))"
38325,"F[?,?](pH >= ? & Hct >= ?)"
38326,"G[?,?]((&Temp <= ?HR <= ?) | SBP >= ?)"
38327,"G[?,?]((->Temp <= ?SBP <= ?) | (O2Sat <= ? & O2Sat <= ?))"
38328,"G[?,?](HCO3 <= ? | (HR >= ? -> SBP <= ?))"
38329,"F[?,?](Phosphate >= ? & Magnesium >= ?)"
38330,"G[?,?](Creatinine >= ? | (HR <= ? -> SBP >= ?))"
38331,"G[?,?]((->Lactate <= ?SBP <= ?) | Resp <= ?)"
38332,"G[?,?](Hgb <= ? | (AST >= ? -> O2Sat <= ?))"
38333,"G[?,?]((|SBP <= ?HR >= ?) | (O2Sat <= ? -> SBP >= ?))"
38334,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | (SBP >= ? -> O2Sat >= ?))"
38335,"G[?,?](Bilirubin_direct <= ? | Phosphate >= ?)"
38336,"G[?,?]((&Temp <= ?Temp <= ?) | (MAP <= ? | HR <= ?))"
38337,"G[?,?]((&Lactate <= ?Temp <= ?) | Phosphate <= ?)"
38338,"G[?,?](Lactate <= ? | DBP <= ?)"
38339,"G[?,?](Glucose <= ? | DBP >= ?)"
